air_date	show_number	category	value	question	answer
2024-01-02	0	SPORTS TEAM HOMOPHONES	100	Phoenix NBA team, ormale offspring	the Suns/sons
2024-01-02	0	SPORTS TEAM HOMOPHONES	200	"MLB team whose stadium features a giant illuminated ""Liberty Bell"", oryoung female horses"	the Phillies/fillies
2024-01-02	0	SPORTS TEAM HOMOPHONES	300	"The NFL's ""Monsters of the Midway"", orwhat someone does when they strip nude"	the Bears/bares
2024-01-02	0	SPORTS TEAM HOMOPHONES	400	NHL team that left Hartford in 1997, orBob Marley's band	the Whalers/Wailers
2024-01-02	0	SPORTS TEAM HOMOPHONES	500	The individual loops that make up a chain, orMinnesota's WNBA team	the links/Lynx
2024-01-02	0	AUTO BIOGRAPHIES	100	You can call me a holy roller, since I'm customized to drive this official as he greets crowds	the Pope
2024-01-02	0	AUTO BIOGRAPHIES	200	"I've evolved over the years from a red convertible in comic books to the tumbler you saw in ""The Dark Knight"", I am this vehicle"	the Batmobile
2024-01-02	0	AUTO BIOGRAPHIES	300	You can say I'm flashy since I'm this first responder vehicle, like what Ernest Hemingway drove in WWI	an ambulance
2024-01-02	0	AUTO BIOGRAPHIES	400	I'm a traveling wiener and I was conceived in 1936 by the nephew of this company's founder	Oscar Mayer
2024-01-02	0	AUTO BIOGRAPHIES	500	As the presidential limo, I'm a Cadillac known by this name, also the counterpart to Belle in a Disney movie	the Beast
2024-01-02	0	ONE BELLY BUTTON, TWO NIPPLES	100	Larynx, liver, lung:it's the one a person has two of	lung
2024-01-02	0	ONE BELLY BUTTON, TWO NIPPLES	200	Scapula, spine, spleen:it's the one a person has two of	scapula (your shoulder blades)
2024-01-02	0	ONE BELLY BUTTON, TWO NIPPLES	300	Ulna, urethra, uterus:it's the one a female has two of	ulna
2024-01-02	0	ONE BELLY BUTTON, TWO NIPPLES	400	Alimentary canal, femoral canal, optic canal:it's the one a person has one of	alimentary canal (your digestive system)
2024-01-02	0	ONE BELLY BUTTON, TWO NIPPLES	500	Epiglottis, naris, testis:it's the one a male has one of	epiglottis
2024-01-02	0	ELEMENTARY POP CULTURE	100	It's the title of a Black Sabbath song, or, a Robert Downey Jr. movie	"""Iron Man"""
2024-01-02	0	ELEMENTARY POP CULTURE	200	Superman was born on this planet named after one of the noble gases	Krypton
2024-01-02	0	ELEMENTARY POP CULTURE	300	This HBO comedy series set in Northern California used former Facebook & Twitter executives as consultants	Silicon Valley
2024-01-02	0	ELEMENTARY POP CULTURE	400	"In Disney's ""The Fox and the Hound"", the fox is named Tod, while the hound shares his name with this reddish metal"	copper
2024-01-02	0	ELEMENTARY POP CULTURE	500	"This toxic element is paired with ""Old Lace"" in the title of a 1944 movie starring Cary Grant"	arsenic
2024-01-02	0	OATHS	100	The coronation oath he took in 2023 had some minor changes since it was last taken in 1953	King Charles (III) (the former Prince Charles)
2024-01-02	0	OATHS	200	Though not in the Constitution, these four words are typically spoken at the end of the presidential oath of office	so help me God
2024-01-02	0	OATHS	300	"In 2000, the word ""doping"" was first included in the oath for participants of this event, being held in Australia"	the Olympics
2024-01-02	0	OATHS	500	"One translation of this early oath begins ""I swear by Apollo the physician"""	the Hippocratic oath (for doctors)
2024-01-02	0	OATHS	500	"According to ""Le Morte d'Arthur"" by Sir Thomas Malory, this group was required to take what we know as the Pentecostal Oath"	the Knights of the Round Table
2024-01-02	0	AFRICAN HISTORY	200	Medieval Timbuktu was a college town offering university education out of these Islamic houses of worship	mosques
2024-01-02	0	AFRICAN HISTORY	1000	The Agojie, an all-female army corps in the Kingdom of Dahomey, is at the center of this Viola Davis film	The Woman King
2024-01-02	0	AFRICAN HISTORY	600	In 1975, both Angola and Mozambique gained their independence from this Iberian country	Portugal
2024-01-02	0	AFRICAN HISTORY	800	"This country, where ""Casablanca"" is set, is often considered the first to have recognized the U.S. by a 1777 shipping decree"	Morocco
2024-01-02	0	AFRICAN HISTORY	1000	Seen here is the flag of this country where Ellen Johnson Sirleaf took office as Africa's first elected female head of state in 2006	Liberia
2024-01-02	0	DIFFERENT SONGS, SAME TITLES	200	Adele,Oasis,Lionel Richie(is it me you're looking for?)	"""Hello"""
2024-01-02	0	DIFFERENT SONGS, SAME TITLES	400	Marky Mark and the Funky Bunch,the Beach Boys(she's giving me excitations)	"""Good Vibrations"""
2024-01-02	0	DIFFERENT SONGS, SAME TITLES	600	Céline Dion,Huey Lewis & the News(don't need no credit card to ride this train)	"""The Power Of Love"""
2024-01-02	0	DIFFERENT SONGS, SAME TITLES	800	Elvis Presley,Cheap Trick(Mommy's alright, Daddy's alright, they just seem a little weird)	"""Surrender"""
2024-01-02	0	DIFFERENT SONGS, SAME TITLES	1000	Def Leppard,Nickelback,Ed Sheeran(so you can keep me inside the pocket of your ripped jeans)	"""Photograph"""
2024-01-02	0	GEOGRAPHY & A LITTLE MATH	200	"""P"" + a country that uses the ruble as its currency = this historic German realm"	Prussia
2024-01-02	0	GEOGRAPHY & A LITTLE MATH	400	"Central U.S. state + ""polis"" = this capital city of that same state"	Indianapolis
2024-01-02	0	GEOGRAPHY & A LITTLE MATH	600	"A West African country + ""IA"" = this other West African country"	Nigeria
2024-01-02	0	GEOGRAPHY & A LITTLE MATH	800	"""Ar"" + a central U.S. state = this other central U.S. state"	Arkansas
2024-01-02	0	GEOGRAPHY & A LITTLE MATH	1000	"""As"" + a Middle Eastern country = this ancient empire"	Assyria
2024-01-02	0	URANUS, SHMURANUS	200	With a name like Janus, you'd think it would orbit Uranus, but it's a moon that orbits this ringed planet	Saturn
2024-01-02	0	URANUS, SHMURANUS	400	Over 1.6 billion miles from Uranus, the Gowanus is a canal that flows through this NYC borough; go Nets!	Brooklyn
2024-01-02	0	URANUS, SHMURANUS	600	Hey, kids!  If you think Uranus is a funny name, manus is the Latin word for this human body part	the hand
2024-01-02	0	URANUS, SHMURANUS	800	"With no known cases on Uranus, tetanus is an infectious bacterial disease also known as this seven-letter ""L"" word"	lockjaw
2024-01-02	0	URANUS, SHMURANUS	1000	"Uranus was first discovered in the 18th century; Shakespeare wrote ""Coriolanus"" in this century"	the 17th century
2024-01-02	0	MAINE ATTRACTIONS	200	For wildlife lovers, Maine offers safaris to spot this large mammal featured on its flag	moose
2024-01-02	0	MAINE ATTRACTIONS	400	If you're in Bangor & don't scare easy, stop by this prolific writer's house, seen here	Stephen King
2024-01-02	0	MAINE ATTRACTIONS	600	In Maine, the 4th Sunday of March is devoted to a celebration of this tree & its products	the maple
2024-01-02	0	MAINE ATTRACTIONS	1000	Portland's historic Abyssinian Meeting House was a hub for this secret 19th century network	the Underground Railroad
2024-01-02	0	MAINE ATTRACTIONS	1000	Maine boasts this first national park established in the East which also happens to be first alphabetically	Acadia National Park
2024-01-02	0	"""LADY""S FIRST"	200	Seen here, this insect's spots & bright color signal to predators that it will taste really bad if eaten	the ladybug
2024-01-02	0	"""LADY""S FIRST"	400	"A famous scene from this 1955 Disney film is nicknamed the ""spaghetti kiss"""	Lady and the Tramp
2024-01-02	0	"""LADY""S FIRST"	600	This pop star said she died her hair blonde because she was tired of constantly being confused with Amy Winehouse	Lady Gaga
2024-01-02	0	"""LADY""S FIRST"	800	When making a classic tiramisù, these small sponge cakes are soaked in espresso	ladyfingers
2024-01-02	0	"""LADY""S FIRST"	1000	In legend, King Arthur got his beloved sword Excalibur from this woman who lived underwater	the Lady of the Lake
2024-01-02	0	AWARD-WINNING ACTRESSES	0	Her 2019 Oscar win & 2021 Emmy win were both for portraying a British queen	Olivia Colman
2023-12-06	0	SHOUT IT OUT!	100	"In 1978's ""Animal House"", this word is an epic call-to-party from John Belushi; it's also the party's dress code"	toga
2023-12-06	0	SHOUT IT OUT!	200	"Though it costs him his head, Mel Gibson in ""Braveheart"" refuses to beg for mercy... & yells this word instead"	freedom
2023-12-06	0	SHOUT IT OUT!	300	"Try yelling out ""O-H!"" in a crowded place; chances are, any Buckeyes fan within earshot will yell these two letters in return"	I-O
2023-12-06	0	SHOUT IT OUT!	400	"This online game spawned a battle cry that's now synonymous with idiocy gone rogue: ""Leeroy Jenkins!"""	World of Warcraft
2023-12-06	0	SHOUT IT OUT!	500	"Of this school's iconic fight cheer, ESPN once wrote, ""'Hotty Toddy' has no real meaning, but it means everything in Oxford"""	Ole Miss (Mississippi)
2023-12-06	0	"ROAD TRIP ""I SPY"""	100	I spy...Area 51,Burning Man festival &the Bellagio Hotel & Casino	Nevada
2023-12-06	0	"ROAD TRIP ""I SPY"""	200	I spy...Mount Washington,Lake Winnipesaukee& Dartmouth College	New Hampshire
2023-12-06	0	"ROAD TRIP ""I SPY"""	300	I spy...Pikes Peak,the John Denver Sanctuary &Red Rocks Amphitheatre	Colorado
2023-12-06	0	"ROAD TRIP ""I SPY"""	400	I spy...Powell's City of Books,Crater Lake National Park &Timberline Lodge	Oregon
2023-12-06	0	"ROAD TRIP ""I SPY"""	800	"I spy...the ""American Gothic"" house,the future birthplace of James T. Kirk &the ""Field of Dreams"" movie site"	Iowa
2023-12-06	0	SHAKESPEARE PLAYS BY INITIALS	100	"The title character utters the famous line, ""Et tu, Brute?"":J.C."	Julius Caesar
2023-12-06	0	SHAKESPEARE PLAYS BY INITIALS	200	A mischievous fairy named Puck just can't stop pranking people:A.M.N.D.	A Midsummer Night's Dream
2023-12-06	0	SHAKESPEARE PLAYS BY INITIALS	300	The title ruler is the father of Goneril, Regan & Cordelia:K.L.	King Lear
2023-12-06	0	SHAKESPEARE PLAYS BY INITIALS	400	"It opens with the famous line, ""If music be the food of love, play on"":T.N."	Twelfth Night
2023-12-06	0	SHAKESPEARE PLAYS BY INITIALS	500	Valentine & Proteus are the guys that form this titular pair:T.T.G.O.V.	The Two Gentlemen of Verona
2023-12-06	0	THREESOMES	100	"Game theorists might call it a ""zero-sum game without perfect information""; those playing it to break a tie sometimes call it ""Rochambeau"""	rock, paper, scissors
2023-12-06	0	THREESOMES	200	If your clothing catches fire (though hopefully it won't), this 3-pronged fire safety mantra will remind you what to do	stop, drop & roll
2023-12-06	0	THREESOMES	300	"According to the carol, it's what ""my true love gave to me"" on the third day of Christmas; I just hope he wasn't regifting"	3 French hens
2023-12-06	0	THREESOMES	400	"If ""American Pie"" is your karaoke go-to, you know they're ""the three men I admire most"" who ""caught the last train for the coast"""	Father, Son & the Holy Ghost
2023-12-06	0	THREESOMES	500	"Unlike women, these three ""unalienable rights"" are specifically mentioned in the Declaration of Independence"	life, liberty & the pursuit of happiness
2023-12-06	0	HAIRSTYLES OF THE RICH & FAMOUS	100	"This actress once said ""The Rachel"" was ""not my best look"" & ""the ugliest haircut I've ever seen"""	Jennifer Aniston
2023-12-06	0	HAIRSTYLES OF THE RICH & FAMOUS	200	After this Canadian pop star cut his signature swoop in 2011, locks of his hair sold on eBay for more than $40,000	Justin Bieber
2023-12-06	0	HAIRSTYLES OF THE RICH & FAMOUS	300	"""Cinnamon Buns"" was Carrie Fisher's nickname for this character's iconic hairstyle"	Princess Leia
2023-12-06	0	HAIRSTYLES OF THE RICH & FAMOUS	400	"Seen here, this former British prime minister once claimed that unruly hair is ""impossible to imitate"""	Boris Johnson
2023-12-06	0	HAIRSTYLES OF THE RICH & FAMOUS	500	This Olympic gold medalist's name became synonymous with the wedge haircut she sported in Innsbruck	Dorothy Hamill
2023-12-06	0	"I WANT MY ""M"" TV"	100	Ad executive Draper Daniels was the inspiration for the name of this drama's lead character, Don Draper	Mad Men
2023-12-06	0	"I WANT MY ""M"" TV"	200	"This show's 1983 finale ""Goodbye, Farewell and Amen"" is still the most watched episode of scripted TV ever"	M*A*S*H
2023-12-06	0	"I WANT MY ""M"" TV"	300	Tipping his hat to Tom Selleck, Jay Hernandez wore a Detroit Tigers cap on the first episode of this reboot set in Hawaii	Magnum, P.I.
2023-12-06	0	"I WANT MY ""M"" TV"	400	Bryan Cranston said if this Fox sitcom had been renewed for one more season, he wouldn't have been available to play Walter White	Malcolm in the Middle
2023-12-06	0	"I WANT MY ""M"" TV"	500	This TV character inspired a verb meaning, roughly, to make or repair something with what is conveniently on hand	MacGyver
2023-12-06	0	THE EYES HAVE IT	200	An inflammation of the eyelid's lining, conjunctivitis is more commonly known by this colorful name	pinkeye
2023-12-06	0	THE EYES HAVE IT	1000	Get to a doctor pronto if this layer of tissue that processes light detaches from the back of your eye	the retina
2023-12-06	0	THE EYES HAVE IT	600	Surgically removing these cloudy areas on the lens of the eye is one of the most common medical procedures in the world	a cataract
2023-12-06	0	THE EYES HAVE IT	800	The most common form of color blindness affects a person's ability to see shades of red & this color	green
2023-12-06	0	THE EYES HAVE IT	1000	Lasik surgery corrects vision problems by using a laser to alter this dome-shaped tissue at the front of the eye	the cornea
2023-12-06	0	PIZZA AT THE MOVIES	200	"Doing his iconic ""pizza strut"", John Travolta scarfs down a double-decker slice in the opening credits of this film"	Saturday Night Fever
2023-12-06	0	PIZZA AT THE MOVIES	400	Burnout surfer Jeff Spicoli orders a pizza to history class but Mr. Hand is having none of it in this 1982 teen comedy	Fast Times at Ridgemont High
2023-12-06	0	PIZZA AT THE MOVIES	600	"Half man, half pizza, this ""Spaceballs"" villain meets a tragic end when he eats himself"	Pizza the Hutt
2023-12-06	0	PIZZA AT THE MOVIES	800	Julia Roberts' star was on the rise after she played a waitress in this film set at a New England pizza parlor	Mystic Pizza
2023-12-06	0	PIZZA AT THE MOVIES	1000	"In ""Home Alone"", Kevin pays the pizza delivery guy & then plays audio of an old gangster delivering this memorable line"	"""Keep the change, ya filthy animal"""
2023-12-06	0	LITERARY TOURISM	200	Road trip down the Laura Ingalls Wilder highway with Ma & Pa and see the places that inspired this beloved children's series	Little House on the Prairie
2023-12-06	0	LITERARY TOURISM	400	Romantics at heart still come to see the covered bridges made famous by this 1992 book by Robert James Waller	The Bridges of Madison County
2023-12-06	0	LITERARY TOURISM	600	Scotland's remote island of Jura is famous for 2 things: a whisky distillery & the farmhouse where George Orwell wrote this classic	1984
2023-12-06	0	LITERARY TOURISM	800	"Writer Peter Mayle put the French village of Ménerbes on the map with his witty memoir chronicling ""A Year in"" this wine region"	Provence
2023-12-06	0	LITERARY TOURISM	1000	Have a pint at Pete's Tavern in the Big Apple but don't expect to get the booth where O. Henry wrote this poignant Christmas story	"""The Gift of the Magi"""
2023-12-06	0	THE MOON	200	Note to Pink Floyd: though one hemisphere of the Moon always faces away from Earth, this nickname for it is inaccurate	dark side of the Moon
2023-12-06	0	THE MOON	400	"NASA describes these phenomena as ""bulges"" in the Earth's oceans caused by the Moon's gravitational pull"	the tides
2023-12-06	0	THE MOON	600	Stargazers once thought the Moon's dark patches were oceans; today we know they're pools of this hardened volcanic substance	lava
2023-12-06	0	THE MOON	800	Why all the craters?  Blame it on the Moon's thin one of these, a gassy layer offering scant protection against meteorites	atmosphere
